number,air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,relative_humidity_3pm
276,917.0108508,85.71935991,116.2586699,2.327021942,49.72975715,3.09794544,0,0,15.66874657,16.48969347
277,920.48,62.6,194.4,2.7514362,,3.8699062,0,0,52.58,54.03
278,916.4,78.512,182.5,3.914645,191.6,4.6304658,0,0,34.71,27.88
279,915.71,86.342,234.3,1.7448132,125.5,2.5053728,0,0,8.68,16.97
280,913.8,68.954,139.6,2.23694,188.5,3.5343652,0,0,35.16,60.2
281,929.32,49.982,107.7,1.789552,152.6,3.0422384,0,0,11.34,26.7
282,920.8759517,74.20858416,60.52244272,8.161792183,76.01683204,10.26903163,0,0,15.66055566,18.78987913
283,919.84,49.532,220.9,5.9502604,232.1,6.9568834,24.02,6690,91.4,67.24
284,920.9025993,56.99471668,70.74353221,2.901722608,63.99951283,3.511527166,0,0,21.67838488,23.87159318
285,919.8622252,75.40805734,220.8597052,1.644036217,159.9642197,2.555761291,0,0,14.79946385,22.53383155
286,913.6332677,82.66416426,206.3715931,1.311490874,165.0858179,1.907801164,0,0,15.61173428,24.37257155
287,913.49,51.098,169.3,5.3015478,192.3,6.7779282,0,0,76.05,53.67
288,913.26,48.254,235.9,11.4978716,252.6,14.1821996,0,150,89.75,88.56
289,918.55,52.754,175.3,3.019869,202.5,4.4291412,0,0,66.2,68.39
290,921.5654424,64.34359081,65.23144978,11.05326069,81.58869867,14.24896635,0,0,14.11972166,17.93710044
291,918.3,51.836,203.5,1.677705,189.8,2.2593094,0.02,240,61.38,51.07
292,916.8678815,81.45214955,91.34080647,1.876678521,122.7171291,2.651073695,0,0,27.88601462,20.354712
293,917.8037736,77.0278835,178.4783736,5.352933499,192.9531575,6.366609824,0,0,19.9366652,20.59496559
294,916.4723882,75.9300745,177.8555033,4.900103325,193.524122,5.902168621,0,0,19.74461351,21.98604272
295,920.3305959,72.24249065,149.9188291,2.815387376,179.0964804,3.963595764,0,0,18.83472065,16.65600767
296,916.12,49.082,212.2,1.7000744,232.5,2.572481,0,0,77.33,60.52
297,917.3,73.616,147.7,2.4158952,175.2,3.467257,0,0,12.99,13.62
298,923.2818523,48.74219853,46.5709468,14.15724013,67.53410494,18.20855047,0,17.74736746,17.25063181,14.88513753
299,923.21,43.862,264.5,1.2526864,203.3,1.9685072,0.725,5558,85,84.47
300,915.6,77.918,35.1,3.5119958,50.2,4.4515106,0,0,24.71,49.29
301,913.34,57.218,215,3.7133204,224.4,4.47388,0,0,81.77,64.01
302,916.75,61.574,79.7,2.5501116,96.5,3.1540854,0,0,35.24,47.15
303,918.59,51.08,78.1,4.697574,91.5,5.7265664,0.02,80,46.23,77.94
304,919.5763366,63.60195396,72.85668006,6.086013317,85.61107052,7.3882197,0,0,10.01830228,16.35686883
305,916.1,56.426,184.1,10.2451852,194.8,12.079476,0,0,22.64,67.41
306,913.97,72.824,219.7,1.4987498,125.9,2.1922012,0,0,25.92,23.89
307,917.9558332,78.38301444,40.39898136,5.73771025,57.7944455,7.192632706,0,0,19.42487217,20.59355754
308,920.0422643,69.22872653,47.21579864,21.18064407,64.21894095,26.44910475,0,34.23159729,14.76320266,8.947679671
309,919.1,84.146,247,1.7224438,63.3,2.684328,0,0,28.29,27.44
310,918.03,44.06,165,7.5161184,186.8,9.9096442,0.02,250,90.43,73.65
311,919.49,85.55,95.8,3.1764548,51.2,4.0488614,0,0,16.08,21.39
312,915.1,89.78,159.5,2.6395892,189.2,3.7580592,0,0,30.27,34.53
313,916.5427326,76.53272584,174.008328,3.729839123,184.9302538,4.7199434,0,0,12.40234867,22.34397526
314,919.4138095,67.50973314,143.6927257,1.10993661,125.4195178,1.779403225,0,0,16.46413937,18.9414337
315,917.09,63.266,175.5,6.7331894,186.3,7.9635064,0,0,62.82,63.63
316,917.93,48.056,258.2,2.684328,287.6,3.8922756,0,40,82.81,52.98
317,913.2,63.374,178.8,7.2253162,189.7,8.500372,0,0,49.18,47.99
318,919.76,54.284,214,4.2054472,223.5,4.921268,0,0,17.77,16.79
319,921.9,78.206,50.7,5.368656,74.5,7.4490102,0,0,13.49,17.63
320,918.1,58.766,188.1,4.6304658,199.9,5.8607828,0,0,87.9,61.66
321,921.9102504,53.60209408,47.63037166,12.12761178,65.79789973,15.60581857,0,0,17.36394962,22.1791115
322,926.7620317,54.7048843,54.02433425,5.026891007,54.97828283,7.145174589,0,0,14.42540404,15.32410468
323,918.1,44.726,185.9,9.0148682,196.8,10.737312,0,10,87.27,88.67
324,917.54,71.384,219.5,2.1698318,202.4,2.7066974,3.6,10970,75.48,78.28
325,920.4,79.178,205,1.6553356,233.7,2.3711564,0,0,40.04,30.57
326,926.55,62.762,67.8,14.8309122,88.8,18.790296,0,0,11.22,11.15
327,916.3,58.496,175,4.0712308,182.4,4.7199434,0,0,24.05,38.89
328,921.4118864,62.02707785,63.20843848,8.247016861,79.12553762,10.4455477,0,0,19.01460029,19.0723995
329,919.4216453,68.22001132,140.3023937,1.216893216,123.644714,1.865605816,0,0,16.41271205,17.87166282
330,918.1,61.988,191.1,11.0504836,199.4,12.7281886,0,0,19.24,28.51
331,918.9020905,73.50249595,177.3280285,0.958510766,128.8283933,1.439668078,0,0,12.87453981,15.84193979
332,918.6948668,74.67577296,36.53826746,2.644399729,69.28693503,3.479075859,0,0,10.83953628,20.31486676
333,919.92,52.214,94.5,1.9908766,85.3,2.7738056,0,0,60.33,68.16
334,916.23,75.74,149.1,2.7514362,187.5,4.1830778,,1480,31.88,32.9
335,913.2,39.02,185.8,8.8135436,200.8,11.072853,0.01,130,91.42,76.7
336,912.89,45.32,213.4,21.25093,220.5,23.5773476,0.03,250,84.09,63.36
337,924.72,63.518,29.7,1.3645334,47.7,1.8119214,0,0,7.32,15.11
338,912.8,42.512,190.8,11.3860246,198.1,12.7281886,0,0,89.77,80.87
339,916.4,72.968,175.9,3.1988242,186.4,3.9593838,0,0,19.96,37.89
340,920.5194575,81.37174566,159.7225354,2.614439223,190.3693735,3.539454826,0,0,15.82215431,17.41234338
341,921.48,76.622,195.8,4.2054472,213.5,5.3910254,0,0,19.08,26.65
342,908.42,46.112,174,16.217815,212.4,21.2732994,0.07,400,91.17,77.1
343,916.28,47.858,52,10.625465,68.4,13.6900728,0,0,57.7,55.03
344,917.06,79.178,218.8,1.4987498,215.7,2.2145706,0,0,34.3,51.65
345,920.53,81.95,59.3,10.1557076,79.3,12.7058192,0,0,19.8,13.02
346,919.9688186,66.6956673,64.42289391,9.361890964,74.97891479,10.8475151,0,0,17.82731464,14.50518985
347,920.1812947,58.90810931,57.9008855,9.395120679,75.72433588,11.73543121,0,0,18.93314198,16.43676641
348,915.69,43.646,177.9,9.171454,187.3,11.1175918,0,80,91.88,62.3
349,923.0384033,60.63699846,51.00012096,17.0708015,63.70229822,22.10491764,1.21E-05,20.04838365,8.902153072,14.45222233
350,917.12,45.896,179.2,3.4001488,195,3.9817532,0,0,89.03,66.87
351,917.15,59.954,191.4,6.6884506,198.2,7.381902,0,0,20.12,34.73
352,925.28,66.47,49.4,11.2294388,77.9,15.3454084,0,0,13.93,13.77
353,919.7073418,68.27722271,228.9312659,3.95103064,245.8246833,5.183273101,0,0,14.76524046,21.42521509
354,922.8213104,67.81330144,55.75765832,9.555245,68.8572785,11.55889198,0,0,14.89222774,15.47248703
355,917.6,81.914,90.4,1.677705,121.4,2.348787,0,0,29.99,21.73
356,919.11,58.46,38,2.1698318,60.1,2.8185444,0,0,32.7,35.7
357,921.6848174,61.05388861,55.95905705,10.9939139,75.86412607,13.95291529,0,0,17.74130451,13.23763896
358,917.44,58.514,55.1,10.0214912,,12.7058192,0,0,13.88,25.93
359,923.9819454,68.21749494,38.6507052,5.170105725,64.89323931,7.160321329,0,0,18.27735168,17.35063353
360,919.0136723,62.59743172,166.8471586,3.643050208,190.0700122,4.869821116,0,0,22.37015948,21.27759609
361,920.4449457,65.80184531,49.8233462,21.52017709,61.88694438,25.54911195,,40.36401816,12.27871544,7.618648921
362,926.5,71.114,52.8,12.1018454,68.6,14.8085428,0,0,13.94,12.48
363,920.0038902,69.31791272,197.6057207,4.670853574,210.0279175,6.047160368,0,0,13.76670499,13.09702532
364,917.7,65.372,85.9,3.0646078,90.6,4.5409882,0,0,22.93,30
365,917.85,65.372,129.9,1.454011,176.2,2.23694,0,0,39.37,46.6
366,924.94,57.164,53.2,14.0256138,69.5,18.6560796,0,0,19.24,17.77
367,918.1,49.946,124.3,1.454011,144.1,2.23694,0,0,91.87,67.64
368,924.789568,71.20520678,227.9018441,2.522801012,222.9165701,3.373798753,0,0,15.13919915,17.09214436
369,916.32,63.032,68.9,3.9593838,79.3,4.6528352,0,0,37.05,37.95
370,917.35,74.948,190.1,1.3197946,215.6,1.9237684,0,0,57.9,54.77
371,917.8,75.902,161.9,8.7464354,183.5,12.5939722,0,0,42.09,54.07
372,911.45,66.326,66.2,1.8342908,78.1,2.8856526,0,0,47.61,55.29
373,918.3,78.854,88.4,2.8409138,108.4,3.9370144,0,0,15.77,44.52
374,916.4752029,78.65687296,120.9,2.639039347,132.5625478,3.39497844,0,0,17.63831369,18.71059461
375,918.0264534,73.44189552,182.9329452,1.366093834,185.8562013,2.032277076,0,0,10.41924474,17.51267493
376,916.9860065,75.84382067,150.2389512,1.30391354,142.6246944,1.889003196,0,0,17.43009839,20.3686575
377,915.92,47.444,204.7,4.1159696,224.1,5.3462866,0,0,72.38,71.9
378,924.1,64.706,62.9,10.5807262,72.5,12.3926476,0,0,13.05,16.17
379,916.63,65.228,188.5,1.1855782,225.7,1.8342908,0,0,15.09,22.77
380,917.2,74.138,176,3.0646078,191.4,3.7133204,0,0,13.32,12.34
381,918.48,66.542,90.9,3.467257,89.4,4.4067718,,0,20.64,14.35
382,921.11,63.968,36.1,3.2883018,57.2,4.026492,0,0,26.6,28.17
383,918.6370623,73.42994491,181.4674754,1.024885233,186.3940328,1.634550395,0,0,12.96076068,17.33744917
384,922.1838463,54.79058849,48.07333865,6.611144735,65.08397128,8.528633998,0,0,19.40615365,21.28846893
385,913.07,57.614,217.2,2.5501116,239.7,3.2211936,0,0,76.67,64.23
386,913.32,79.214,95.9,2.8409138,129.1,4.1159696,0,0,17.69,13.69
387,914.63,55.4,191.1,5.368656,199.6,6.4200178,0.04,380,91.49,91.2
388,915.71,78.044,53.1,4.2725554,72.7,5.1897008,0,0,26.53,50.63
389,916.5,74.588,101.2,1.8342908,132.4,2.5948504,0,0,33.73,37.01
390,914.1317359,82.58315211,120.8103396,2.577089777,139.2395463,3.399743453,0,0,19.91117711,23.83945638
391,920,68.054,197.1,4.6752046,209.6,6.151585,0,0,14.5,13.7
392,919.58,62.114,192.3,4.5633576,207.6,5.6594582,0,0,76.03,57.93
393,921.6436746,68.89438461,194.7975764,3.37330212,216.3793584,4.520630245,0,0,17.9856135,17.52458142
394,917.3966172,78.69746778,134.9097068,2.637338559,40.85169294,3.771115841,0,0,22.81590461,17.92415353
395,922.254438,61.78811046,282.2708711,1.866895169,232.5231382,2.425626104,0,0,8.596749102,22.68111844
396,917.1,58.64,185.3,10.2451852,191.3,11.5873492,0,0,28.13,71.42
397,924.08,60.08,54.2,18.9245124,72.1,23.5549782,0,10,13.13,13.29
398,917.7,56.264,199.3,3.5567346,211.8,4.697574,0,0,75.16,50.38
399,925.63,59.882,42.7,15.099345,63.1,19.8863966,0,0,13.05,12.14
400,916.7370565,77.37667411,184.1935057,3.334137998,201.3326117,4.048377157,0,0,31.21607683,22.01948134
401,921.5105339,60.51021538,45.95311769,20.72438109,58.41830375,25.52754984,0.01,54.01525312,11.45801709,9.346644313
402,912.98,46.994,190.2,5.6594582,202.6,6.822667,0,0,91.33,67.17
403,912.3,74.552,164.4,3.7580592,182.8,4.809421,0,0,34.16,56.6
404,923.8,59.972,209.4,3.0422384,242.1,4.3396636,0.18,1350,32.3,44.46
405,924.16,61.88,111.8,3.4448876,119,4.809421,0,0,15.21,41.31
406,920.91,66.416,198.1,4.0712308,210.7,4.8317904,0,0,13.42,14.55
407,918.69,48.902,200.4,4.47388,222.1,6.0844768,0,0,77.7,62.93
408,921.8,53.492,305.9,3.0869772,275.6,4.2054472,0,0,23.67,26.65
409,,67.85383333,65.88061552,4.32859364,78.57092328,5.216734221,0,0,18.48738543,20.35659405
410,923.95,48.182,28.9,4.1830778,44.7,5.144962,0,0,74.21,74.1
411,922.8084455,60.06418129,136.5277702,3.378980958,148.027201,5.268364379,0,0,19.82925713,19.38931405
412,922.99,59.486,137.5,3.3777794,147.2,5.2791784,0,0,19.84,19.58
413,926.77,65.696,47.7,9.9096442,65.6,12.7281886,0,0,11.4,9.34
414,922.2,58.298,41.3,4.6752046,55.8,5.7489358,0,0,32.4,32.97
415,915.3,51.512,179.4,5.0778538,186.5,5.7489358,0,0,68.52,56.22
416,918.5111396,77.62439967,127.5615123,2.130714809,45.58529595,2.858198612,0,0,16.13129142,16.81584367
417,921.2386105,68.19483703,50.44668658,14.30845427,62.71109452,17.23625393,0,0,17.41872379,14.26026507
418,915.03,72.428,162,2.3711564,190.8,3.3106712,0,0,43.19,53.02
419,918.3,64.886,140.6,3.7580592,90.6,4.809421,0,0,36.04,54.85
420,917.0147568,82.08455393,205.6387433,1.273779328,239.6828346,1.857727387,0,0,17.8492157,24.01717338
421,918.37,65.318,188.3,6.2186932,209.7,7.5608572,0,0,20.46,32.44
422,920.64,53.888,42,14.763804,64.9,19.4390086,0,10,19.11,20.44
423,921.09,70.124,182.8,2.908022,204.5,3.5343652,0,0,43.95,53.04
424,915.3,80.276,148.7,1.342164,145.6,1.789552,0,0,19.27,20.29
425,923.8339962,68.39986219,57.12574792,13.09782124,78.70342491,17.16838282,0,0,9.777602566,8.770732377
426,919.39,65.876,184.8,3.9593838,192.8,4.809421,0,0,48.17,45.35
427,919.09,56.174,21.7,5.3239172,40.6,6.375279,0,0,40.08,48.27
428,914.36,59.918,175.3,4.8765292,187.8,5.8607828,0,0,74.25,66.63
429,920.11,61.142,236.7,3.6238428,188,4.6528352,0,0,28.64,44.75
430,914.1065881,73.76724585,219.0630267,1.503156618,124.8099219,2.218642107,0,0,25.06369772,23.29505378
431,920.5354071,68.68930518,47.5565148,13.00492854,65.87394081,16.72353156,0,0,10.28910353,11.09084613
432,919.01,60.044,147.8,2.348787,62.9,2.908022,0,0,28.47,39.52
433,919.5797521,68.56876297,71.32360231,5.442571736,80.382763,6.483478103,0,0,9.021708209,18.11012393
434,918.16,72.32,206.2,2.125093,242.8,2.9751302,0,0,44.85,46.66
435,922.9187405,59.52882277,45.5093643,17.68292319,61.04871813,22.03106575,0,0,12.96527314,11.10544045
436,916.1,76.352,138.6,5.033115,161.6,5.7713052,0.894,2981,30.93,56.39
437,923.1567033,69.84222257,197.226282,5.676675693,215.1934067,6.981690518,0,0,14.91156137,16.72805406
438,915.91,41.864,160.8,2.908022,82.9,4.697574,2.74,15849,91.6,58.21
439,917.2,54.392,60.6,7.7621818,73.7,9.059607,0,0,20.89,19.05
440,917.83,73.04,145.4,2.8185444,38.3,4.1607084,0,0,25.4,19.2
441,918.78,73.148,36.3,2.2816788,46.7,2.7738056,0,0,26.27,29.89
442,920.9570212,65.23695711,75.12130184,3.891116646,92.48473081,5.187466809,0,0,9.161148737,13.01936632
443,917.58,63.968,161.8,0.8724066,139.8,1.565858,0,0,22.38,40.91
444,923.9946532,71.86255895,227.5375897,2.994232455,227.5390245,3.957259197,0,0,15.61895456,18.65026305
445,920.5189681,68.66170684,55.41630533,15.95716198,74.70511718,20.64466684,0,0,14.45057228,9.613235027
446,914.9,72.14,89.8,1.5882274,59.1,2.2816788,0,0,18.78,53.84
447,919.6439977,64.23715803,88.58946569,16.04767469,112.3313129,19.95423401,0.510196145,1510.906787,18.27250895,11.4117152
448,921.86,54.176,215.2,4.0712308,242.5,5.5476112,0,0,20.78,25.37
449,918.7814078,75.2646836,291.5432172,2.096383108,153.0930703,2.803396893,0.013937082,18.58277567,22.68373007,19.45805179
450,922.7179767,72.05570529,67.91932314,6.522739585,92.21717612,8.328620917,0,0.64410463,12.99786028,13.17715066
451,918.36,56.714,49.8,1.4092722,85.8,2.013246,0,0,62.89,48.3
452,920.5630801,73.25469603,68.45091185,4.491629747,99.30064156,5.952553282,0,0,12.10284365,16.0318929
453,922.1634285,60.73776658,62.9966711,5.583109569,75.09161548,6.742180977,0,0,26.81209698,19.81538851
454,920.4,81.914,56.3,9.6859502,74.1,12.2584312,0.01,90,8,7.22
455,918.3,83.894,62.2,2.7066974,74.6,3.35541,0,0,19.12,25.3
456,918.8,80.384,189.6,1.7671826,80.3,2.7738056,0,0,24.59,23.03
457,920.57,65.138,308.5,2.013246,123.5,2.7514362,0,0,17.16,15.63
458,919.63724,76.10327975,175.3678679,3.411109146,43.43943164,4.85849741,0,0,26.61881505,22.14513189
459,918.26,82.4,211.6,2.0579848,88.9,2.9527608,0,0,10.76,28.45
460,916.3,63.302,184.8,6.1292156,201.2,7.6950736,0,0,13.83,26.06
461,915.6,87.314,15.5,3.2883018,45.3,4.6304658,0,0,23.16,27.21
462,918.79,52.232,201,4.809421,214.9,6.0844768,0,0,32.08,39.52
463,918.65,73.184,174.1,8.276678,185.3,10.1557076,0,0,47.53,55.53
464,916.33,68.414,170,6.2410626,183.5,7.5832266,0,0,31.22,52.7
465,915.64,66.47,181.5,9.3727786,187.4,10.2004464,0,0,14.71,44.5
466,913.83,52.286,175.2,5.5028724,182,6.3529096,0,0,52.37,68.06
467,922.1,54.14,85,1.4316416,94.8,1.901399,0.04,600,90.84,88.99
468,915.2,66.56,48.9,4.47388,59.9,5.2120702,0,0,38.4,90.3
469,918.6,56.948,157,1.5434886,160,2.348787,0,0,64.72,57.97
470,917.1,52.088,173.8,3.2883018,201,4.9883762,0,0,90.58,88.92
471,917.4,74.048,182.1,3.0869772,201.1,3.8922756,0,0,36.13,24.27
472,914.61,49.442,178.9,6.2858014,190.2,7.5161184,0,0,79.46,48.61
473,920.32,65.462,48,14.875651,64.1,18.4100162,0,0,8.04,8.62
474,908.97,48.686,147.7,8.0082452,183.1,10.5807262,0.16,330,91.89,91.22
475,922.2399667,74.33019242,144.7258731,1.163097198,95.82487527,1.833570672,0,0,14.73920053,14.05374792
476,917.18,62.834,186.3,3.2211936,197.7,4.026492,0,0,36.63,54.89
477,915.3745951,72.99481725,214.8930543,2.200839329,231.1044261,2.89063635,0.006534604,49.0095322,27.03081148,22.78455864
478,920.9692432,69.01193103,197.2028375,4.468167476,210.0370592,5.892788595,0,0,14.29432506,14.27588983
479,918.94,46.634,260.2,2.7738056,287.2,4.0041226,0,0,76.02,73.74
480,917.3344109,67.00316846,66.15487161,4.738371951,79.24146525,5.786874214,0,0,18.72097432,19.92657856
481,915.55,73.76,182.4,9.3727786,193.4,10.9386366,0,0,31.7,15.7
482,915.7,60.512,79.1,8.2319392,88.3,9.4398868,0,0,16.79,27.88
483,920.8,65.084,75.5,4.0936002,92.3,5.4581336,0,0,8.8,12.31
484,923.63,53.744,54.4,2.8409138,87.7,4.0488614,0,0,33.72,47.58
485,918.49,69.512,149.5,1.9237684,155.5,2.7066974,0,0,52.4,48.38
486,919.19,73.904,68.8,3.1988242,103.8,4.4515106,0,0,11.49,17.82
487,920.59,47.804,127.6,2.2816788,156.9,2.9751302,3.71,6670,79.3,64.07
488,922.1314417,59.93227386,166.2371166,2.167788868,195.8876278,3.042690663,0,0,12.01768407,16.15894313
489,922.98,63.374,125.3,3.6462122,98.6,5.4133948,0,0,15.84,14.1
490,917.4,77.234,230.7,1.8566602,201.8,2.6395892,3.13,2980,14.31,26.27
491,921.1399556,61.71375643,110.3750925,4.025592225,53.62885584,4.831773845,0,0,23.58245375,23.57084481
492,920.66,70.556,47.3,11.9228902,66.9,15.7480576,0,0,11.59,12.52
493,913.63,45.356,185.6,9.6412114,197.2,11.743935,0.09,540,64.9,64.71
494,915.6,70.286,121.7,1.7671826,165.3,2.5277422,0,0,52.36,56.31
495,916.23,65.822,165.5,7.3371632,183,9.9096442,0,0,40.51,54.37
496,919.9806643,64.09209944,51.97141163,22.09173287,73.35195724,27.53505969,0.023570582,125.1079476,12.64710564,9.777224285
497,921.36,47.048,46,11.9452596,67.7,15.6362106,0,0,22.52,21.69
498,912.65,68.27,123.2,1.677705,175.3,2.684328,0,0,53.18,59.96
499,919.5,79.862,97.7,1.4763804,144.4,2.23694,0,0,8.48,7.42
500,923.72,58.208,191.2,4.8317904,99.5,7.493749,0,0,20.94,17.48
501,922.5730654,58.73324309,55.14842036,18.40590898,75.26140119,23.63748329,0,10,10.75368011,10.45527693
502,914.95,39.524,274.2,2.1698318,263,2.8632832,1.75,6160,91.23,86.55
503,919.7381606,67.4327443,147.4708815,1.157775334,129.9818192,1.899000036,0,0,15.44118585,19.56875014
504,920.02,81.644,209.2,1.901399,70.4,2.8856526,0,0,29.46,30.78
505,922.6394891,72.48003163,68.51617261,5.106287101,75.84320379,5.952700857,0,0,10.81813497,18.22244766
506,917.29,78.206,51.5,7.1805774,68,9.1938234,0,0,21.87,27.29
507,914.62,66.128,172.4,7.6503348,187,9.5964726,0,0,46.7,51.9
508,917.36,60.512,179.9,3.6462122,198.5,4.5409882,0,0,74.44,58.55
509,918.9775162,53.63588118,47.48905237,7.650124863,64.48678172,9.535366158,0,0,23.89933272,22.60694278
510,918.09,68.864,54.8,16.5086172,73.4,21.2285606,0,0,16.43,9.78
511,912.99,64.58,172.6,7.0239916,183.7,8.6793272,0,0,44.78,55.15
512,919.52,62.24,294.2,2.0803542,232.8,3.1764548,0,0,39.3,64.24
513,917.2,75.614,138.3,1.9461378,128.2,2.7290668,0,0,62.54,56.06
514,923.27,63.554,78.9,10.5583568,80.2,15.099345,0,0,18.67,17.28
515,923.6,51.98,307.4,2.9527608,282.9,3.579104,0,0,26.22,38.85
516,917.4,45.122,215.5,8.1872004,225.4,9.6412114,0,0,91.48,77.89
517,920.57,53.6,100.1,4.697574,,6.2858014,4.712,14842,79.88,84.53
518,922.47,50.36,181.1,7.3371632,191.4,8.724066,0,0,82.83,75.97
519,916.25,55.67,176.4,6.6660812,188.2,,0,0,72.55,74.39
520,917.33,79.808,198.9,1.9908766,225.8,2.7738056,0,0,28.4,53.57
521,921.73,57.776,80.6,2.1027236,58.8,2.6619586,0,0,23.93,24.17
522,922.1416622,66.77042766,149.6426422,3.602571205,178.1139633,5.038349176,0,0,11.48071642,16.72822756
523,917.9848317,75.88228356,173.4286689,2.987343292,191.898915,3.683273091,0,0,13.93021141,13.48750448
524,917.4,69.926,197.7,4.4515106,214.6,5.6594582,0,0,70.84,51.54
525,917.4,61.916,251.8,1.7671826,267.4,2.3264176,0,0,20.56,20.9
526,920.86,66.938,75.4,2.684328,89,3.4448876,0,0,17.45,17.6
527,917.12,57.398,136.7,1.4987498,100.2,2.125093,0,0,51.03,41.11
528,920.67,66.056,137.5,1.8342908,46.8,2.4382646,0,0,12.57,17.76
529,915.5,57.632,188.2,2.4158952,203.7,3.35541,0,0,61.65,68.6
530,915.31,78.872,212.4,1.6553356,189.8,2.0803542,0,0,26.95,39.45
531,914.13,49.712,177.7,3.3777794,189.8,3.9817532,0,0,90.11,70.17
532,913.27,40.1,190.4,12.9295132,201.4,14.9203898,0,0,81.45,91.06
533,915.87,76.55,224.5,2.1698318,215.8,2.908022,0,0,38.72,44.85
534,919.42,53.114,199.6,5.8831522,211,7.1358386,0,0,67.91,80.61
535,913.7,44.33,206,1.7448132,216.5,2.4830034,1.48,4900,73.7,75.57
536,920.97,59.72,55.5,12.079476,73.7,14.9651286,0,0,17.82,10.28
537,921.6156984,76.02907552,173.8211847,1.367872031,202.9050699,1.840100132,0,0,14.78937917,21.09812207
538,921.17,59.342,180.8,6.822667,190.4,8.2543086,0,0,31.23,37.44
539,923.5524394,59.60851581,54.53203112,18.74295527,73.20677041,23.58386229,0,10,12.29807758,12.29759587
540,921.409125,60.84921067,43.46135747,21.3141794,54.94142903,25.60532544,0.01,51.11785752,11.83467852,9.984071345
541,921.4802306,59.68368863,47.12968346,16.57727206,60.80172983,20.11195953,0.002651296,42.65129609,17.09469792,14.11011567
542,922.8088856,68.74555103,198.2709474,4.191824642,209.1927438,5.236938698,0,0,11.97821747,15.64703999
543,921.65,62.87,56.7,10.7149426,77.3,13.7124422,0,0,21.11,20.89
544,923.4182873,60.4350343,52.16396102,17.74318973,66.75539768,22.62984599,0,16.36262181,10.43861097,14.03442675
545,917.69,54.824,201.1,2.125093,222.8,2.7514362,0,0,90.67,57.14
546,,42.746,251.1,12.9295132,274.4,17.6047178,14.627,7825,87.87,70.77
547,922.2663561,64.18310635,55.8724506,10.16769248,78.99805134,13.32638791,0,0,14.35572063,12.08116646
548,914.4,79.916,174.4,3.9370144,190.8,4.8988986,0,0,25.39,31.6
549,918.8654987,69.16907875,45.36711473,3.808706671,82.24797775,5.44993317,0,0,14.75482484,17.52593023
